Data,Produto,Preco_Unitario,Vendas_Do_Dia,Estoque_Disponivel,Fim_De_Semana
2025-04-25,Cadeira Gamer,900.0,35,94,1
2025-04-26,Cadeira Gamer,900.0,36,61,1
2025-04-27,Cadeira Gamer,900.0,33,61,1
2025-04-28,Cadeira Gamer,900.0,28,73,0
2025-04-29,Cadeira Gamer,900.0,23,50,0
2025-04-30,Cadeira Gamer,900.0,25,68,0
2025-05-01,Cadeira Gamer,900.0,24,57,0
2025-05-02,Cadeira Gamer,900.0,41,65,1
2025-05-03,Cadeira Gamer,900.0,41,67,1
2025-05-04,Cadeira Gamer,900.0,37,61,1
2025-05-05,Cadeira Gamer,900.0,29,73,0
2025-05-06,Cadeira Gamer,900.0,33,48,0
2025-05-07,Cadeira Gamer,900.0,16,21,0
2025-05-08,Cadeira Gamer,900.0,24,49,0
2025-05-09,Cadeira Gamer,900.0,34,55,1
2025-05-10,Cadeira Gamer,900.0,35,99,1
2025-05-11,Cadeira Gamer,900.0,27,69,1
2025-05-12,Cadeira Gamer,900.0,16,23,0
2025-05-13,Cadeira Gamer,900.0,13,29,0
2025-05-14,Cadeira Gamer,900.0,24,71,0
2025-05-15,Cadeira Gamer,900.0,24,64,0
2025-05-16,Cadeira Gamer,900.0,45,67,1
2025-05-17,Cadeira Gamer,900.0,39,89,1
2025-05-18,Cadeira Gamer,900.0,28,79,1
2025-05-19,Cadeira Gamer,900.0,29,37,0
2025-05-20,Cadeira Gamer,900.0,46,58,0
2025-05-21,Cadeira Gamer,900.0,16,43,0
2025-05-22,Cadeira Gamer,900.0,35,52,0
2025-05-23,Cadeira Gamer,900.0,38,61,1
2025-05-24,Cadeira Gamer,900.0,36,46,1
2025-05-25,Cadeira Gamer,900.0,36,82,1
2025-05-26,Cadeira Gamer,900.0,28,47,0
2025-05-27,Cadeira Gamer,900.0,24,63,0
2025-05-28,Cadeira Gamer,900.0,21,40,0
2025-05-29,Cadeira Gamer,900.0,24,62,0
2025-05-30,Cadeira Gamer,900.0,40,65,1
2025-05-31,Cadeira Gamer,900.0,42,120,1
2025-06-01,Cadeira Gamer,900.0,48,91,1
2025-06-02,Cadeira Gamer,900.0,27,70,0
2025-06-03,Cadeira Gamer,900.0,33,53,0
2025-06-04,Cadeira Gamer,900.0,26,76,0
2025-06-05,Cadeira Gamer,900.0,26,62,0
2025-06-06,Cadeira Gamer,900.0,38,87,1
2025-06-07,Cadeira Gamer,900.0,40,96,1
2025-06-08,Cadeira Gamer,900.0,43,124,1
2025-06-09,Cadeira Gamer,900.0,24,67,0
2025-06-10,Cadeira Gamer,900.0,22,37,0
2025-06-11,Cadeira Gamer,900.0,31,90,0
2025-06-12,Cadeira Gamer,900.0,31,92,0
2025-06-13,Cadeira Gamer,900.0,46,81,1
2025-06-14,Cadeira Gamer,900.0,35,69,1
2025-06-15,Cadeira Gamer,900.0,37,61,1
2025-06-16,Cadeira Gamer,900.0,31,89,0
2025-06-17,Cadeira Gamer,900.0,24,36,0
2025-06-18,Cadeira Gamer,900.0,30,39,0
2025-06-19,Cadeira Gamer,900.0,26,35,0
2025-06-20,Cadeira Gamer,900.0,40,58,1
2025-06-21,Cadeira Gamer,900.0,33,97,1
2025-06-22,Cadeira Gamer,900.0,39,64,1
2025-06-23,Cadeira Gamer,900.0,12,24,0
2025-06-24,Cadeira Gamer,900.0,33,84,0
2025-06-25,Cadeira Gamer,900.0,30,67,0
2025-06-26,Cadeira Gamer,900.0,22,42,0
2025-06-27,Cadeira Gamer,900.0,47,131,1
2025-06-28,Cadeira Gamer,900.0,44,74,1
2025-06-29,Cadeira Gamer,900.0,33,50,1
2025-06-30,Cadeira Gamer,900.0,24,47,0
2025-07-01,Cadeira Gamer,900.0,21,56,0
2025-07-02,Cadeira Gamer,900.0,28,60,0
2025-07-03,Cadeira Gamer,900.0,24,41,0
2025-07-04,Cadeira Gamer,900.0,29,65,1
2025-07-05,Cadeira Gamer,900.0,38,75,1
2025-07-06,Cadeira Gamer,900.0,43,78,1
2025-07-07,Cadeira Gamer,900.0,27,68,0
2025-07-08,Cadeira Gamer,900.0,29,77,0
2025-07-09,Cadeira Gamer,900.0,27,59,0
2025-07-10,Cadeira Gamer,900.0,30,57,0
2025-07-11,Cadeira Gamer,900.0,40,71,1
2025-07-12,Cadeira Gamer,900.0,38,85,1
2025-07-13,Cadeira Gamer,900.0,39,79,1
2025-07-14,Cadeira Gamer,900.0,34,42,0
2025-07-15,Cadeira Gamer,900.0,30,71,0
2025-07-16,Cadeira Gamer,900.0,22,33,0
2025-07-17,Cadeira Gamer,900.0,27,60,0
2025-07-18,Cadeira Gamer,900.0,40,106,1
2025-07-19,Cadeira Gamer,900.0,38,112,1
2025-07-20,Cadeira Gamer,900.0,29,37,1
2025-07-21,Cadeira Gamer,900.0,22,28,0
2025-07-22,Cadeira Gamer,900.0,24,38,0
2025-07-23,Cadeira Gamer,900.0,36,82,0
2025-07-24,Cadeira Gamer,900.0,29,53,0
2025-07-25,Cadeira Gamer,900.0,31,83,1
2025-07-26,Cadeira Gamer,900.0,38,69,1
2025-07-27,Cadeira Gamer,900.0,45,83,1
2025-07-28,Cadeira Gamer,900.0,24,37,0
2025-07-29,Cadeira Gamer,900.0,32,43,0
2025-07-30,Cadeira Gamer,900.0,19,51,0
2025-07-31,Cadeira Gamer,900.0,12,19,0
2025-08-01,Cadeira Gamer,900.0,45,120,1
2025-08-02,Cadeira Gamer,900.0,36,68,1
2025-08-03,Cadeira Gamer,900.0,29,83,1
2025-08-04,Cadeira Gamer,900.0,25,35,0
2025-08-05,Cadeira Gamer,900.0,27,58,0
2025-08-06,Cadeira Gamer,900.0,29,36,0
2025-08-07,Cadeira Gamer,900.0,14,20,0
2025-08-08,Cadeira Gamer,900.0,35,83,1
2025-08-09,Cadeira Gamer,900.0,39,96,1
2025-08-10,Cadeira Gamer,900.0,41,54,1
2025-08-11,Cadeira Gamer,900.0,22,50,0
2025-08-12,Cadeira Gamer,900.0,25,72,0
2025-08-13,Cadeira Gamer,900.0,24,44,0
2025-08-14,Cadeira Gamer,900.0,28,61,0
2025-08-15,Cadeira Gamer,900.0,44,117,1
2025-08-16,Cadeira Gamer,900.0,37,85,1
2025-08-17,Cadeira Gamer,900.0,32,44,1
2025-08-18,Cadeira Gamer,900.0,23,42,0
2025-08-19,Cadeira Gamer,900.0,35,83,0
2025-08-20,Cadeira Gamer,900.0,22,29,0
2025-08-21,Cadeira Gamer,900.0,20,29,0
2025-08-22,Cadeira Gamer,900.0,37,99,1
2025-08-23,Cadeira Gamer,900.0,38,57,1
2025-08-24,Cadeira Gamer,900.0,36,100,1
2025-08-25,Cadeira Gamer,900.0,19,39,0
2025-08-26,Cadeira Gamer,900.0,28,70,0
2025-08-27,Cadeira Gamer,900.0,28,65,0
2025-08-28,Cadeira Gamer,900.0,30,57,0
2025-08-29,Cadeira Gamer,900.0,40,96,1
2025-08-30,Cadeira Gamer,900.0,47,92,1
2025-08-31,Cadeira Gamer,900.0,42,61,1
2025-09-01,Cadeira Gamer,900.0,29,78,0
2025-09-02,Cadeira Gamer,900.0,33,65,0
2025-09-03,Cadeira Gamer,900.0,27,50,0
2025-09-04,Cadeira Gamer,900.0,26,70,0
2025-09-05,Cadeira Gamer,900.0,40,82,1
2025-09-06,Cadeira Gamer,900.0,29,64,1
2025-09-07,Cadeira Gamer,900.0,39,69,1
2025-09-08,Cadeira Gamer,900.0,26,65,0
2025-09-09,Cadeira Gamer,900.0,29,52,0
2025-09-10,Cadeira Gamer,900.0,32,92,0
2025-09-11,Cadeira Gamer,900.0,29,55,0
2025-09-12,Cadeira Gamer,900.0,35,104,1
2025-09-13,Cadeira Gamer,900.0,43,53,1
2025-09-14,Cadeira Gamer,900.0,47,114,1
2025-09-15,Cadeira Gamer,900.0,32,45,0
2025-09-16,Cadeira Gamer,900.0,20,35,0
2025-09-17,Cadeira Gamer,900.0,29,63,0
2025-09-18,Cadeira Gamer,900.0,21,31,0
2025-09-19,Cadeira Gamer,900.0,37,72,1
2025-09-20,Cadeira Gamer,900.0,40,54,1
2025-09-21,Cadeira Gamer,900.0,40,76,1
2025-09-22,Cadeira Gamer,900.0,32,47,0
2025-09-23,Cadeira Gamer,900.0,35,56,0
2025-09-24,Cadeira Gamer,900.0,29,83,0
2025-09-25,Cadeira Gamer,900.0,25,48,0
2025-09-26,Cadeira Gamer,900.0,29,36,1
2025-09-27,Cadeira Gamer,900.0,45,101,1
2025-09-28,Cadeira Gamer,900.0,38,85,1
2025-09-29,Cadeira Gamer,900.0,26,49,0
2025-09-30,Cadeira Gamer,900.0,27,45,0
2025-10-01,Cadeira Gamer,900.0,29,71,0
2025-10-02,Cadeira Gamer,900.0,29,54,0
2025-10-03,Cadeira Gamer,900.0,37,81,1
2025-10-04,Cadeira Gamer,900.0,38,102,1
2025-10-05,Cadeira Gamer,900.0,35,92,1
2025-10-06,Cadeira Gamer,900.0,23,61,0
2025-10-07,Cadeira Gamer,900.0,23,66,0
2025-10-08,Cadeira Gamer,900.0,26,46,0
2025-10-09,Cadeira Gamer,900.0,22,60,0
2025-10-10,Cadeira Gamer,900.0,24,43,1
2025-10-11,Cadeira Gamer,900.0,37,70,1
2025-10-12,Cadeira Gamer,900.0,32,71,1
2025-10-13,Cadeira Gamer,900.0,27,71,0
2025-10-14,Cadeira Gamer,900.0,23,33,0
2025-10-15,Cadeira Gamer,900.0,29,48,0
2025-10-16,Cadeira Gamer,900.0,21,50,0
2025-10-17,Cadeira Gamer,900.0,30,39,1
2025-10-18,Cadeira Gamer,900.0,38,93,1
2025-10-19,Cadeira Gamer,900.0,36,55,1
2025-10-20,Cadeira Gamer,900.0,20,55,0
2025-10-21,Cadeira Gamer,900.0,30,84,0
2025-10-22,Cadeira Gamer,900.0,21,40,0
2025-10-23,Cadeira Gamer,900.0,23,37,0
2025-10-24,Cadeira Gamer,900.0,43,103,1
2025-10-25,Cadeira Gamer,900.0,41,110,1
2025-10-26,Cadeira Gamer,900.0,33,83,1
2025-10-27,Cadeira Gamer,900.0,25,46,0
2025-10-28,Cadeira Gamer,900.0,21,28,0
2025-10-29,Cadeira Gamer,900.0,31,92,0
2025-10-30,Cadeira Gamer,900.0,31,85,0
2025-10-31,Cadeira Gamer,900.0,48,82,1
2025-11-01,Cadeira Gamer,900.0,50,97,1
2025-11-02,Cadeira Gamer,900.0,35,68,1
2025-11-03,Cadeira Gamer,900.0,30,81,0
2025-11-04,Cadeira Gamer,900.0,17,26,0
2025-11-05,Cadeira Gamer,900.0,27,72,0
2025-11-06,Cadeira Gamer,900.0,29,63,0
2025-11-07,Cadeira Gamer,900.0,34,87,1
2025-11-08,Cadeira Gamer,900.0,35,57,1
2025-11-09,Cadeira Gamer,900.0,43,76,1
2025-11-10,Cadeira Gamer,900.0,29,70,0
2025-11-11,Cadeira Gamer,900.0,35,84,0
2025-11-12,Cadeira Gamer,900.0,34,76,0
2025-11-13,Cadeira Gamer,900.0,18,46,0
2025-11-14,Cadeira Gamer,900.0,36,57,1
2025-11-15,Cadeira Gamer,900.0,33,76,1
2025-11-16,Cadeira Gamer,900.0,42,106,1
2025-11-17,Cadeira Gamer,900.0,28,76,0
2025-11-18,Cadeira Gamer,900.0,22,28,0
2025-11-19,Cadeira Gamer,900.0,22,45,0
2025-11-20,Cadeira Gamer,900.0,33,94,0
2025-11-21,Cadeira Gamer,900.0,36,44,1
2025-11-22,Cadeira Gamer,900.0,28,37,1
2025-11-23,Cadeira Gamer,900.0,33,72,1
2025-11-24,Cadeira Gamer,900.0,36,54,0
2025-11-25,Cadeira Gamer,900.0,32,94,0
2025-11-26,Cadeira Gamer,900.0,20,25,0
2025-11-27,Cadeira Gamer,900.0,27,59,0
2025-11-28,Cadeira Gamer,900.0,43,90,1
2025-11-29,Cadeira Gamer,900.0,30,85,1
2025-11-30,Cadeira Gamer,900.0,44,85,1
2025-12-01,Cadeira Gamer,900.0,29,50,0
2025-12-02,Cadeira Gamer,900.0,23,49,0
2025-12-03,Cadeira Gamer,900.0,30,78,0
2025-12-04,Cadeira Gamer,900.0,28,67,0
2025-12-05,Cadeira Gamer,900.0,40,69,1
2025-12-06,Cadeira Gamer,900.0,39,46,1
2025-12-07,Cadeira Gamer,900.0,34,81,1
2025-12-08,Cadeira Gamer,900.0,23,53,0
2025-12-09,Cadeira Gamer,900.0,25,62,0
2025-12-10,Cadeira Gamer,900.0,27,48,0
2025-12-11,Cadeira Gamer,900.0,30,54,0
2025-12-12,Cadeira Gamer,900.0,48,69,1
2025-12-13,Cadeira Gamer,900.0,40,55,1
2025-12-14,Cadeira Gamer,900.0,42,80,1
2025-12-15,Cadeira Gamer,900.0,31,43,0
2025-12-16,Cadeira Gamer,900.0,30,36,0
2025-12-17,Cadeira Gamer,900.0,22,36,0
2025-12-18,Cadeira Gamer,900.0,33,40,0
2025-12-19,Cadeira Gamer,900.0,44,128,1
2025-12-20,Cadeira Gamer,900.0,39,86,1
2025-12-21,Cadeira Gamer,900.0,34,74,1
2025-12-22,Cadeira Gamer,900.0,27,50,0
2025-12-23,Cadeira Gamer,900.0,19,31,0
2025-12-24,Cadeira Gamer,900.0,34,46,0
2025-12-25,Cadeira Gamer,900.0,23,34,0
2025-12-26,Cadeira Gamer,900.0,37,110,1
2025-12-27,Cadeira Gamer,900.0,46,127,1
2025-12-28,Cadeira Gamer,900.0,26,77,1
2025-12-29,Cadeira Gamer,900.0,33,59,0
2025-12-30,Cadeira Gamer,900.0,28,49,0
2025-12-31,Cadeira Gamer,900.0,35,84,0
